period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2024-12,WY,Wyoming,RES,residential,287693,11.77,35.71966,303.58019,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-12,WY,Wyoming,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AK,Alaska,ALL,all sectors,358105,22.36,116.30618,520.04648,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AK,Alaska,COM,commercial,57181,21.25,47.34985,222.7867,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AK,Alaska,IND,industrial,1186,20.45,22.52101,110.1027,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AK,Alaska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AK,Alaska,RES,residential,299738,24.81,46.43533,187.15708,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AK,Alaska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AL,Alabama,ALL,all sectors,2807898,11.72,742.98307,6337.48909,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AL,Alabama,COM,commercial,390193,13.79,235.56698,1708.81406,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AL,Alabama,IND,industrial,7218,7.23,184.8608,2556.91661,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AL,Alabama,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AL,Alabama,RES,residential,2410487,15.57,322.55529,2071.75842,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AL,Alabama,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AR,Arkansas,ALL,all sectors,1729188,9.43,335.85525,3561.98229,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AR,Arkansas,COM,commercial,207427,10.13,89.42453,882.50685,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AR,Arkansas,IND,industrial,36862,6.78,106.82041,1575.19576,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AR,Arkansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AR,Arkansas,RES,residential,1484897,12.64,139.60752,1104.25874,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AR,Arkansas,TRA,transportation,2,13.32,.00279,.02095,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AZ,Arizona,ALL,all sectors,3521932,12.12,715.03056,5898.75612,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AZ,Arizona,COM,commercial,349846,11.75,310.78591,2644.26421,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AZ,Arizona,IND,industrial,7456,7.62,89.0782,1168.55985,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AZ,Arizona,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AZ,Arizona,RES,residential,3164628,15.11,315.08218,2085.09446,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,AZ,Arizona,TRA,transportation,2,10.06,.08427,.8376,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CA,California,ALL,all sectors,15593636,24.45,4436.74359,18143.79992,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CA,California,COM,commercial,1716544,22.48,1979.5186,8805.51124,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CA,California,IND,industrial,136806,20.02,696.41209,3478.85385,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CA,California,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CA,California,RES,residential,13740273,30.18,1751.08615,5801.57882,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CA,California,TRA,transportation,13,16.81,9.72675,57.85602,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CO,Colorado,ALL,all sectors,2993701,11.82,517.54759,4377.11236,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CO,Colorado,COM,commercial,406460,11.67,190.01583,1628.10803,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CO,Colorado,IND,industrial,14683,8.07,96.45191,1195.87787,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CO,Colorado,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CO,Colorado,RES,residential,2572557,14.9,230.48708,1546.58356,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CO,Colorado,TRA,transportation,1,9.06,.59278,6.54291,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CT,Connecticut,ALL,all sectors,1721070,25.07,505.38362,2015.69808,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CT,Connecticut,COM,commercial,156682,22.73,202.4198,890.55448,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CT,Connecticut,IND,industrial,3877,17.97,37.06518,206.26498,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CT,Connecticut,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CT,Connecticut,RES,residential,1560508,29.15,262.99237,902.2263,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,CT,Connecticut,TRA,transportation,3,17.45,2.90627,16.65232,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DC,District of Columbia,ALL,all sectors,347906,17.16,118.23191,689.18054,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DC,District of Columbia,COM,commercial,27543,17.09,86.1142,503.85621,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DC,District of Columbia,IND,industrial,1,12.95,1.89552,14.63176,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DC,District of Columbia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DC,District of Columbia,RES,residential,320359,18.93,27.93935,147.62402,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DC,District of Columbia,TRA,transportation,3,9.9,2.28284,23.06855,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DE,Delaware,ALL,all sectors,537597,13.92,106.75996,767.00185,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DE,Delaware,COM,commercial,60821,12.61,37.76426,299.5757,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DE,Delaware,IND,industrial,1161,8.28,13.45172,162.55519,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DE,Delaware,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DE,Delaware,RES,residential,475615,18.22,55.54397,304.87097,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,DE,Delaware,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ENC,East North Central,ALL,all sectors,23608790,12.02,5006.58473,41650.01115,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ENC,East North Central,COM,commercial,2578508,11.96,1640.34183,13718.28546,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ENC,East North Central,IND,industrial,54438,8.02,1242.32691,15482.43536,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ENC,East North Central,RES,residential,20975834,17.09,2120.87249,12412.33443,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ENC,East North Central,TRA,transportation,10,8.24,3.0435,36.9559,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ESC,East South Central,ALL,all sectors,10564342,11.05,2484.93927,22494.38215,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ESC,East South Central,COM,commercial,1513916,12.65,884.75712,6995.10707,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ESC,East South Central,IND,industrial,25322,6.7,540.37393,8066.93237,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ESC,East South Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ESC,East South Central,RES,residential,9025104,14.26,1059.80822,7432.34271,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ESC,East South Central,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,FL,Florida,ALL,all sectors,11862845,12.48,2358.60377,18897.45894,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,FL,Florida,COM,commercial,1313767,11.02,855.46135,7765.53019,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,FL,Florida,IND,industrial,26144,8.34,114.57014,1373.54954,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,FL,Florida,RES,residential,10522932,14.23,1388.00075,9753.14006,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,FL,Florida,TRA,transportation,2,10.91,.57153,5.23914,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,GA,Georgia,ALL,all sectors,5501458,10.96,1186.53315,10824.98391,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,GA,Georgia,COM,commercial,621199,10.82,454.85073,4202.8246,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,GA,Georgia,IND,industrial,24056,6.31,167.28992,2650.50636,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,GA,Georgia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,GA,Georgia,RES,residential,4856202,14.23,563.74114,3960.49017,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,GA,Georgia,TRA,transportation,1,5.84,.65136,11.16278,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,HI,Hawaii,ALL,all sectors,507560,35.27,271.06331,768.44958,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,HI,Hawaii,COM,commercial,59626,35.61,85.64004,240.49492,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,HI,Hawaii,IND,industrial,823,31.5,92.49658,293.65229,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,HI,Hawaii,RES,residential,447111,39.66,92.92669,234.30237,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,HI,Hawaii,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,IA,Iowa,ALL,all sectors,1718486,8.72,380.38886,4359.97025,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,IA,Iowa,COM,commercial,252278,10.04,101.93022,1015.37394,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,IA,Iowa,IND,industrial,9191,6.24,146.09652,2340.2377,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,IA,Iowa,RES,residential,1457017,13.18,132.36213,1004.35861,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,IA,Iowa,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ID,Idaho,ALL,all sectors,1031151,9.39,184.42743,1963.64993,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ID,Idaho,COM,commercial,124633,9.05,50.54672,558.44161,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ID,Idaho,IND,industrial,29537,6.96,39.71255,570.45357,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ID,Idaho,RES,residential,876981,11.28,94.16816,834.75475,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,ID,Idaho,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-11,IL,Illinois,ALL,all sectors,6016799,12.1,1203.90345,9953.48221,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
