period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2024-06,ND,North Dakota,RES,residential,397220,13.67,40.58694,296.94189,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,ND,North Dakota,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NE,Nebraska,ALL,all sectors,1131840,9.83,292.63835,2977.15405,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NE,Nebraska,COM,commercial,161486,9.01,99.23919,1101.57052,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NE,Nebraska,IND,industrial,67473,8.35,85.94656,1029.24875,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NE,Nebraska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NE,Nebraska,RES,residential,902881,12.7,107.4526,846.33478,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NE,Nebraska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NEW,New England,ALL,all sectors,7511766,21.8,2054.99873,9426.67742,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NEW,New England,COM,commercial,940082,19.78,828.48711,4187.90496,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NEW,New England,IND,industrial,20831,15.08,187.24568,1241.30443,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NEW,New England,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NEW,New England,RES,residential,6550847,26.14,1034.19719,3956.15088,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NEW,New England,TRA,transportation,6,12.27,5.06876,41.31716,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NH,New Hampshire,ALL,all sectors,769031,19.89,185.53403,932.85533,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NH,New Hampshire,COM,commercial,112384,18.94,68.30232,360.69937,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NH,New Hampshire,IND,industrial,3120,16.02,28.59967,178.55587,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NH,New Hampshire,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NH,New Hampshire,RES,residential,653527,22.52,88.63205,393.60009,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NH,New Hampshire,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NJ,New Jersey,ALL,all sectors,4288414,17.21,1238.22,7194.79401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NJ,New Jersey,COM,commercial,538154,15.37,508.57379,3308.23662,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NJ,New Jersey,IND,industrial,11262,12.05,62.37311,517.43472,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NJ,New Jersey,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NJ,New Jersey,RES,residential,3738991,19.9,663.63405,3334.86232,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NJ,New Jersey,TRA,transportation,7,10.62,3.63905,34.26035,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NM,New Mexico,ALL,all sectors,1091017,9.64,259.43493,2690.96518,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NM,New Mexico,COM,commercial,147463,11.09,95.53834,861.52311,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NM,New Mexico,IND,industrial,9408,5.43,58.80299,1082.07383,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NM,New Mexico,RES,residential,934146,14.06,105.09359,747.36823,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NM,New Mexico,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NV,Nevada,ALL,all sectors,1495154,12.87,538.81356,4186.9901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NV,Nevada,COM,commercial,177236,10.82,145.14197,1341.66153,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NV,Nevada,IND,industrial,4960,11.03,116.93646,1059.76708,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NV,Nevada,RES,residential,1312957,15.5,276.65413,1784.87277,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NV,Nevada,TRA,transportation,1,11.76,.081,.68872,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NY,New York,ALL,all sectors,8589582,20.15,2430.889,12066.78678,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NY,New York,COM,commercial,1160605,19.42,1191.12096,6134.87936,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NY,New York,IND,industrial,16472,9.59,126.23687,1315.968,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NY,New York,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NY,New York,RES,residential,7412499,24.6,1079.73579,4388.93585,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,NY,New York,TRA,transportation,6,14.89,33.79538,227.00358,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OH,Ohio,ALL,all sectors,5784847,11.28,1524.94172,13520.57609,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OH,Ohio,COM,commercial,627368,10.46,467.89813,4474.49069,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OH,Ohio,IND,industrial,18118,7.03,298.99655,4255.5169,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OH,Ohio,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OH,Ohio,RES,residential,5139359,15.83,757.89133,4788.34842,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OH,Ohio,TRA,transportation,2,7.01,.15572,2.22008,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OK,Oklahoma,ALL,all sectors,2195104,9.59,649.47642,6774.34687,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OK,Oklahoma,COM,commercial,298244,9.56,223.44085,2337.39391,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OK,Oklahoma,IND,industrial,20198,6.19,118.18922,1909.2009,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OK,Oklahoma,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OK,Oklahoma,RES,residential,1876662,12.18,307.84635,2527.75207,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OK,Oklahoma,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OR,Oregon,ALL,all sectors,2140168,11.03,506.22045,4587.57054,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OR,Oregon,COM,commercial,247523,10.2,201.85273,1978.05016,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OR,Oregon,IND,industrial,26930,7.98,102.173,1279.57552,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OR,Oregon,RES,residential,1865713,15.21,201.9536,1328.01988,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,OR,Oregon,TRA,transportation,2,12.53,.24112,1.92499,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PA,Pennsylvania,ALL,all sectors,6285090,12.43,1462.13896,11762.37344,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PA,Pennsylvania,COM,commercial,741783,10.75,336.06765,3126.26932,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PA,Pennsylvania,IND,industrial,11632,7.77,311.4985,4009.66065,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PA,Pennsylvania,RES,residential,5531670,17.67,811.23937,4592.05552,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PA,Pennsylvania,TRA,transportation,5,9.69,3.33344,34.38795,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACC,Pacific Contiguous,ALL,all sectors,21758743,21.54,6783.24887,31494.80217,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACC,Pacific Contiguous,COM,commercial,2393177,20.87,2971.82774,14241.93518,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACC,Pacific Contiguous,IND,industrial,193410,16.05,1079.95325,6730.35538,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACC,Pacific Contiguous,RES,residential,19172136,26.02,2720.78728,10455.75765,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACC,Pacific Contiguous,TRA,transportation,20,16,10.6806,66.75396,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACN,Pacific Noncontiguous,ALL,all sectors,862163,31.97,382.26283,1195.68317,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACN,Pacific Noncontiguous,COM,commercial,116616,30.46,132.84265,436.08655,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACN,Pacific Noncontiguous,IND,industrial,2018,29.96,119.66247,399.43372,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACN,Pacific Noncontiguous,RES,residential,743529,36.03,129.75771,360.1629,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,RI,Rhode Island,ALL,all sectors,516697,22.39,141.99722,634.30853,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,RI,Rhode Island,COM,commercial,63387,19.44,64.54583,331.94468,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,RI,Rhode Island,IND,industrial,1616,18.99,11.23867,59.19432,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,RI,Rhode Island,RES,residential,451693,27.27,65.80596,241.29404,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,RI,Rhode Island,TRA,transportation,1,21.69,.40675,1.87549,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SAT,South Atlantic,ALL,all sectors,34827291,12.08,9860.47842,81656.6997,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SAT,South Atlantic,COM,commercial,4045383,10.66,3470.57635,32552.85097,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SAT,South Atlantic,IND,industrial,89806,8.11,933.58824,11508.98006,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SAT,South Atlantic,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SAT,South Atlantic,RES,residential,30692089,14.53,5445.94012,37489.38809,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SAT,South Atlantic,TRA,transportation,13,9.83,10.37371,105.48059,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SC,South Carolina,ALL,all sectors,3054917,11.04,854.83778,7739.86336,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SC,South Carolina,COM,commercial,420771,10.65,256.349,2406.55229,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SC,South Carolina,IND,industrial,3682,7.02,145.50537,2073.93318,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SC,South Carolina,RES,residential,2630464,13.9,452.98342,3259.37789,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SC,South Carolina,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SD,South Dakota,ALL,all sectors,514977,11.38,121.94199,1071.26101,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SD,South Dakota,COM,commercial,78166,11.07,46.10313,416.64878,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SD,South Dakota,IND,industrial,4376,8.48,24.05378,283.67118,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SD,South Dakota,RES,residential,432435,13.96,51.78507,370.94105,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,SD,South Dakota,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TN,Tennessee,ALL,all sectors,3713472,10.85,970.46673,8941.4919,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TN,Tennessee,COM,commercial,542294,12.03,387.83219,3224.45143,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TN,Tennessee,IND,industrial,1001,6.09,121.08647,1987.08837,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TN,Tennessee,RES,residential,3170177,12.37,461.54808,3729.9521,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TN,Tennessee,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TX,Texas,ALL,all sectors,14502998,10.1,4710.27106,46615.2822,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TX,Texas,COM,commercial,1551549,8.79,1255.21232,14278.92156,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TX,Texas,IND,industrial,377429,6.34,964.5761,15220.99708,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TX,Texas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TX,Texas,RES,residential,12574017,14.55,2490.44615,17114.45145,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,TX,Texas,TRA,transportation,3,4,.03649,.91213,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,US,U.S. Total,ALL,all sectors,163343870,13.14,46760.89821,355881.96752,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,US,U.S. Total,COM,commercial,19427774,12.89,16498.42476,127949.05253,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,US,U.S. Total,IND,industrial,1119460,8.41,7434.11444,88445.98477,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,US,U.S. Total,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,US,U.S. Total,RES,residential,142796555,16.38,22756.50856,138920.46024,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,US,U.S. Total,TRA,transportation,81,12.68,71.85044,566.46998,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,UT,Utah,ALL,all sectors,1429208,9.58,313.17441,3269.35971,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,UT,Utah,COM,commercial,145772,8.91,116.92941,1312.71366,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,UT,Utah,IND,industrial,10896,7.14,54.43024,762.76798,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,UT,Utah,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,UT,Utah,RES,residential,1272539,11.88,141.28237,1189.45015,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,UT,Utah,TRA,transportation,1,12.02,.5324,4.42793,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VA,Virginia,ALL,all sectors,4100428,11.05,1392.44797,12598.2016,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VA,Virginia,COM,commercial,445446,9.01,647.65858,7184.68331,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VA,Virginia,IND,industrial,3793,9.07,108.06401,1191.78324,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VA,Virginia,RES,residential,3651188,15.1,635.1233,4205.07463,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VA,Virginia,TRA,transportation,1,9.62,1.60208,16.66043,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VT,Vermont,ALL,all sectors,389345,18.31,81.67198,445.97014,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VT,Vermont,COM,commercial,64243,18.9,31.49327,166.66251,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VT,Vermont,IND,industrial,239,11.66,12.25653,105.07225,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VT,Vermont,RES,residential,324863,21.76,37.92219,174.23538,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,VT,Vermont,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WA,Washington,ALL,all sectors,3771129,9.92,650.90238,6563.27901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WA,Washington,COM,commercial,402693,9.68,252.84,2613.13873,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WA,Washington,IND,industrial,26461,6.36,94.13402,1480.03044,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WA,Washington,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WA,Washington,RES,residential,3341970,12.31,303.04105,2462.5833,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WA,Washington,TRA,transportation,5,11.79,.88732,7.52655,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WI,Wisconsin,ALL,all sectors,3215957,13.12,767.14452,5845.58049,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WI,Wisconsin,COM,commercial,369092,12.89,260.14007,2018.10073,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WI,Wisconsin,IND,industrial,5789,8.99,174.42347,1940.08427,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WI,Wisconsin,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WI,Wisconsin,RES,residential,2841074,17.62,332.55892,1887.27563,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WI,Wisconsin,TRA,transportation,2,18.41,.02207,.11987,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WNC,West North Central,ALL,all sectors,11662963,11.53,3184.48002,27622.3015,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WNC,West North Central,COM,commercial,1524421,11.17,1070.27846,9582.31826,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WNC,West North Central,IND,industrial,135680,8.44,717.39878,8503.1839,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WNC,West North Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WNC,West North Central,RES,residential,10002859,14.65,1396.47557,9533.92617,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WNC,West North Central,TRA,transportation,3,11.39,.32721,2.87317,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WSC,West South Central,ALL,all sectors,20886825,9.84,6558.79952,66678.89378,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WSC,West South Central,COM,commercial,2357544,9.07,1807.70976,19932.10072,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WSC,West South Central,IND,industrial,454824,6.2,1379.47716,22261.94186,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WSC,West South Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WSC,West South Central,RES,residential,18074451,13.77,3371.46641,24482.97878,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WSC,West South Central,TRA,transportation,6,7.81,.14619,1.87242,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WV,West Virginia,ALL,all sectors,1028197,11.1,299.6198,2699.81795,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WV,West Virginia,COM,commercial,151850,11.57,76.82006,664.15819,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WV,West Virginia,IND,industrial,10982,7.85,94.82112,1207.54873,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WV,West Virginia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WV,West Virginia,RES,residential,865365,15.45,127.97862,828.11104,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WV,West Virginia,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WY,Wyoming,ALL,all sectors,357190,8.9,123.99539,1393.55622,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WY,Wyoming,COM,commercial,59063,9.25,39.26589,424.71169,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WY,Wyoming,IND,industrial,12085,7.63,58.16213,762.419,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WY,Wyoming,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WY,Wyoming,RES,residential,286042,12.87,26.56738,206.42553,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-06,WY,Wyoming,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AK,Alaska,ALL,all sectors,356235,22.11,103.02121,466.01218,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AK,Alaska,COM,commercial,57025,21.16,43.83154,207.18636,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AK,Alaska,IND,industrial,1197,19.78,21.72281,109.84823,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AK,Alaska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AK,Alaska,RES,residential,298013,25.15,37.46686,148.97758,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AK,Alaska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AL,Alabama,ALL,all sectors,2791229,11.39,827.38992,7265.72973,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AL,Alabama,COM,commercial,390381,13.08,258.88821,1979.11355,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AL,Alabama,IND,industrial,7287,7.07,196.00079,2772.49381,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AL,Alabama,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AL,Alabama,RES,residential,2393561,14.82,372.50091,2514.12238,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AL,Alabama,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AR,Arkansas,ALL,all sectors,1710994,9.06,342.31041,3779.62832,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AR,Arkansas,COM,commercial,206230,10.11,95.13728,941.03877,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AR,Arkansas,IND,industrial,32831,5.99,97.0138,1619.38241,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AR,Arkansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AR,Arkansas,RES,residential,1471931,12.32,150.15693,1219.18926,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AR,Arkansas,TRA,transportation,2,13.42,.0024,.01789,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AZ,Arizona,ALL,all sectors,3475448,13.05,955.64861,7324.66129,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AZ,Arizona,COM,commercial,347934,12.73,381.42583,2997.14929,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AZ,Arizona,IND,industrial,7607,7.75,95.07289,1226.73134,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AZ,Arizona,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AZ,Arizona,RES,residential,3119905,15.45,479.05088,3099.91485,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,AZ,Arizona,TRA,transportation,2,11.44,.09901,.8658,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CA,California,ALL,all sectors,16346354,26.38,4713.08595,17863.14501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CA,California,COM,commercial,1799639,23.8,2148.37534,9027.87148,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CA,California,IND,industrial,149502,21.08,746.32162,3541.14943,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CA,California,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CA,California,RES,residential,14397201,34.55,1808.82671,5235.22476,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CA,California,TRA,transportation,12,16.24,9.56228,58.89934,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CO,Colorado,ALL,all sectors,2972576,11.59,503.42619,4342.31516,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
